年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號,中文品名,英文品名,點數變更記錄
111, SAU07304522C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘), “柯惠”內視鏡縫合釘匣(30MM)“COVIDIEN” ENDO GIA UNIVERSAL LOADING UNIT(30MM),030450;030451;030452, 支,4000.0,美敦力,衛部醫器輸字第030842號,,,0
111, SAU07308052C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘)," ""柯惠"" 內視鏡ＧＩＡ自動手術縫合器及縫合釘-縫合釘匣""COVIDIEN"" AUTO SUTURE MULTIFIRE ENDO GIA DISPOSABLE SURGICAL STAPLER AND DISPOSABLE LOADING UNITS - LOADING UNITS",030805L;030807L, EA,4000.0,美敦力,衛署醫器輸字第006920號,,,0
111, SAU07TRS30M4,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)30mm～44mm(4排釘/6排釘), “柯惠”內視鏡自動手術縫合釘(TRI-STAPLE 30MM)“COVIDIEN” ENDO GIA RELOADS WITH TRI-STAPLE TECHNOLOGY(TRI-STAPLE 30MM),EGIA30AMT;EGIA30AVM, 支,4000.0,美敦力,衛署醫器輸字第024928號,,,0
111, SAU07ECR45ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""愛惜康""愛喜龍45安德派思縫合釘"" Ethicon"" ECHELON 45 ENDOPATH Endoscopic Linear Cutters and Reloads-STAPLE",ECR45W;ECR45B;ECR45D;ECR45G;(ECR45M自99.1.1生效), 支,4843.0,壯生,衛署醫器輸字第019742號,,,0
111, SAU07GST45ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “愛惜康”愛喜龍加強型可彎式電動腔鏡直線型切割縫合器-縫合釘“ETHICON” ECHELON FLEX POWERED PLUS ARTICULATING ENDOSCOPIC LINEAR CUTTER-RELOAD,GST45W;GST45B;GST45D;GST45G;GST45T, 支,4843.0,壯生,衛部醫器輸字第030353號,,,0
111, SAU07TR45BET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""愛惜康""安德派思切割縫合釘""ETHICON"" ENDOPATH ENDOSCOPIC LINEAR CUTTER RELOADING UNIT-STAPLE",TR45G;TR45B;TR45W;6R45B;ZR45G;ZR45B;(6R45M自97/10/1生效), 支,4843.0,壯生,衛署醫器輸字第006934號,,,0
111, SAU07SDU45EG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡切割吻合器及釘匣-縫合釘匣(45MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNIT(45MM),SDU45W;SDU45B;SDU45G, 支,4843.0,邵博士顧問有限公司,衛部醫器陸輸字第001113號,,,0
111, SAU07SR45BEG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡用旋轉型直線切割吻合器及釘匣-釘匣(45MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNITS(45MM),SL45W;SL45B;SL45C;SL45G;SR45W;SR45B;SR45C;SR45G, 支,4843.0,邵博士顧問有限公司,衛部醫器陸輸字第001119號,,,0
111, SAU07304262C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""柯惠"" ＧＩＡ自動手術縫合器-縫合釘匣""Covidien"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-STAPLE",030426;030425;030422;030423, 支,4843.0,美敦力,衛署醫器輸字第006799號,,,0
111, SAU07304532C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""柯惠""GIA自動手術縫合器-旋轉式釘匣(45MM)""COVIDIEN"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-ROTICULATOR CARTRIDGE-45MM STAPLE",030453;030454;030455;030456, 支,4843.0,美敦力,衛署醫器輸字第006799號,,,0
111, SAU07304542C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “柯惠”內視鏡縫合釘匣(45MM)“COVIDIEN” ENDO GIA UNIVERSAL LOADING UNIT(45MM),030453;030454;030455;030456, 支,4843.0,美敦力,衛部醫器輸字第030842號,,,0
111, SAU07TR45GM4,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “柯惠”內視鏡自動手術縫合釘(TRI-STAPLE 45MM)“COVIDIEN” ENDO GIA RELOADS WITH TRI-STAPLE TECHNOLOGY(TRI-STAPLE 45MM),EGIA45AV, 支,4843.0,美敦力,衛署醫器輸字第024928號,,,0
111, SAU07TRS45M4,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘), “柯惠”內視鏡自動手術縫合槍及縫合釘-縫合釘(TRI-STAPLE 45MM)“COVIDIEN” ENDO GIA ULTRA UNIVERSAL， UNIVERSAL SHORT， AND UNIVERSAL XL SINGLE USE STAPLERS(TRI-STAPLE 45MM),EGIA45AVM;EGIA45AMT, 支,4843.0,美敦力,衛署醫器輸字第022861號,,,0
111, SAU07CEC45J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," "" 南京邁迪欣"" 一次性使用旋轉切割吻合器-45MM縫合釘匣"" Nanjing Maidixin"" Disposable Linear Cutter for Endoscope Use-45MM STAPLE",MLCEC-45B, 支,4843.0,鴻泰,衛署醫器陸輸字第000309號,,,0
111, SAU07CFC45J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," "" 南京邁迪欣"" 一次性使用旋轉切割吻合器-45MM縫合釘匣"" Nanjing Maidixin"" Disposable Linear Cutter for Endoscope Use-45MM STAPLE",MLCFC-45B, 支,4843.0,鴻泰,衛署醫器陸輸字第000309號,,,0
111, SAU07NAQ45J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)45mm～59mm(4排釘/6排釘)," ""南京邁迪欣""一次性階梯型腔鏡切割吻合器和釘倉-縫合釘(TRI-STAPLE;CURVED TIP 45MM)""NANJING MAIDIXIN""DISPOSABLE LINEAR CUTTER FOR ENDOSCOPE AND CARTRIDGE(TRI-STAPLE)",(MLCNC-45 b-白;紫);(MLCQC-45 b-白;紫), 支,4843.0,鴻泰,衛部醫器陸輸字第000908號,,,0
111, SAU07ECR60ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""愛惜康""愛喜龍安德派思縫合釘""ETHICON"" ECHELON 60 ENDOPATH STAPLER-STAPLE",ECR60W;ECR60B;ECR60D;ECR60G;(ECR60M101/1/1新增型號);(ECR60T自102/1/1生效), 支,5891.0,壯生,衛署醫器輸字第016737號,,,0
111, SAU07GST60ET,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “愛惜康”愛喜龍加強型可彎式電動腔鏡直線型切割縫合器-縫合釘ETHICON” ECHELON FLEX POWERED PLUS ARTICULATING ENDOSCOPIC LINEAR CUTTER-RELOAD,GST60W;GST60B;GST60D;GST60G;GST60T, 支,5891.0,壯生,衛部醫器輸字第027964號,,,0
111, SAU07SDU60EG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡切割吻合器及釘匣-縫合釘匣(60MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNIT(60MM),SDU60B;SDU60G, 支,5891.0,邵博士顧問有限公司,衛部醫器陸輸字第001113號,,,0
111, SAU07SR60BEG,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “逸思蘇州”一次性腔鏡用旋轉型直線切割吻合器及釘匣-釘匣(60MM)“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-LOADING UNITS(60MM),SL660W;SL60B;SL60C;SL60G;SR60W;SR60B;SR60C;SR60G, 支,5891.0,邵博士顧問有限公司,衛部醫器陸輸字第001119號,,,0
111, SAU07304122C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""柯惠"" ＧＩＡ自動手術縫合器-縫合釘匣""Covidien"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-STAPLE",030412;030414;030415, 支,5891.0,美敦力,衛署醫器輸字第006799號,,,0
111, SAU07304562C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""柯惠""GIA自動手術縫合器-旋轉式釘匣(60MM)""COVIDIEN"" AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER-ROTICULATOR CARTRIDGE-60MM STAPLE",030457;030458;030459, 支,5891.0,美敦力,衛署醫器輸字第006799號,,,0
111, SAU07304572C,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “柯惠”內視鏡縫合釘匣(60MM)“COVIDIEN” ENDO GIA UNIVERSAL LOADING UNIT(60MM),030457;030458;030459, 支,5891.0,美敦力,衛部醫器輸字第030842號,,,0
111, SAU07TRS60M4,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘), “柯惠”內視鏡自動手術縫合槍及縫合釘-縫合釘(TRI-STAPLE 60MM)“COVIDIEN” ENDO GIA ULTRA UNIVERSAL， UNIVERSAL SHORT， AND UNIVERSAL XL SINGLE USE STAPLERS(TRI-STAPLE 60MM),EGIA60AVM;EGIA60AMT, 支,5891.0,美敦力,衛署醫器輸字第022861號,,,0
111, SAU07CEC60J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," "" 南京邁迪欣"" 一次性使用旋轉切割吻合器-60MM縫合釘匣"" Nanjing Maidixin""  Disposable Linear Cutter for Endoscope Use-60MM STAPLE",MLCEC-60B, 支,5891.0,鴻泰,衛署醫器陸輸字第000309號,,,0
111, SAU07CFC60J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""南京邁迪欣""一次性使用旋轉切割吻合器-60MM縫合釘匣""Nanjing Maidixin"" Disposable Linear Cutter for Endoscope Use-60MM STAPLE",MLCFC-60B, 支,5891.0,鴻泰,衛署醫器陸輸字第000309號,,,0
111, SAU07NAQ60J8,SAU07,鈦金屬釘匣/旋轉式鈦金屬釘匣(手術切割縫合用)≧60mm(4排釘/6排釘)," ""南京邁迪欣""一次性階梯型腔鏡切割吻合器和釘倉-縫合釘(TRI-STAPLE;CURVED TIP 60MM)""NANJING MAIDIXIN""DISPOSABLE LINEAR CUTTER FOR ENDOSCOPE AND CARTRIDGE(TRI-STAPLE)",(MLCNC-60 b-白;紫;黑);(MLCQC-60 b-白;紫), 支,5891.0,鴻泰,衛部醫器陸輸字第000908號,,,0
111, SAU08ECFLEET,SAU08,直線型自動縫合器," ""愛惜康""愛喜龍弗雷斯安德派思可彎式縫合器""ECHELON""FLEX ENDOPATH STAPLER ARTICULATING ENDOSCOPIC LINEAR CUTTER",EC45A;EC45AL;SC45A;EC60A;SC60A;LONG60A, 支,9000.0,壯生,衛署醫器輸字第020468號,,,0
111, SAU08EEC45ET,SAU08,直線型自動縫合器," ""愛惜康""愛喜龍 45 安德派思縫合器""ETHICON""ECHELON 45 ENDOPATH ENDOSCOPIC LINEAR CUTTERS AND RELOADS",EC45;SC45;ECLG45, 支,9000.0,壯生,衛署醫器輸字第019742號,,,0
111, SAU08EEC60ET,SAU08,直線型自動縫合器," ""愛惜康""愛喜龍安德派思縫合器(60)""ETHICON"" ECHELON 60 ENDOPATH STAPLER",EC60;LONG60;SC60, 支,9000.0,壯生,衛署醫器輸字第016737號,,,0
111, SAU08ETS45ET,SAU08,直線型自動縫合器," ""愛惜康""安德派思切割縫合器 ""ETHICON""ENDOPATH ENDOSCOPIC LINEAR CUTTER RELOADING UNIT",6CB45;6SB45;6TB45;ATB35;ATB45;ATG45;ATS45;ATS45NK;ATW35;ATW45;CTS45;CTS45NK;ET45B;ET45G;ETS45;EZ45B;EZ45G;LONG45A;LTS60A;NAB45;NAG45;NAW45;NK45B;NK45G;NSB45;NSG45;NSW45;SCB45;SCG45;TSB35;TSG45;TSW35;TSW45, 支,9000.0,壯生,衛署醫器輸字第006934號,,,0
111, SAU08S12M0EG,SAU08,直線型自動縫合器, “逸思蘇州”一次性腔鏡切割吻合器及釘匣-吻合器“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-STAPLER,S12S;S12M;S12L, 支,9000.0,邵博士顧問有限公司,衛部醫器陸輸字第001113號,,,0
111, SAU08SU12MEG,SAU08,直線型自動縫合器, “逸思蘇州”一次性腔鏡用旋轉型直線切割吻合器及釘匣-吻合器“EZISURG SUZHOU” ENDOSCOPIC LINEAR CUTTING STAPLERS AND LOADING UNITS FOR SINGLE USE-STAPLER,SU12S;SU12M;SU12L, 支,9000.0,邵博士顧問有限公司,衛部醫器陸輸字第001119號,,,0
111, SAU08030442C,SAU08,直線型自動縫合器, “柯惠” GIA內視鏡自動手術縫合器“COVIDIEN” AUTO SUTURE MULTIFIRE GIA DISPOSABLE SURGICAL STAPLER,030449;030403, 支,9000.0,美敦力,衛署醫器輸字第006799號,,,0
111, SAU08030812C,SAU08,直線型自動縫合器," ""柯惠""內視鏡GIA自動手術縫合器及縫合釘-縫合器""COVIDIEN"" AUTO SUTURE MULTIFIRE ENDO GIA DISPOSABLE SURGICAL STAPLER AND DISPOSABLE LOADING UNITS- STAPLER",030811;030813, 支,9000.0,美敦力,衛署醫器輸字第006920號,,,0
111, SAU08ULTRA2C,SAU08,直線型自動縫合器," ""柯惠""內視鏡自動手術縫合槍及縫合釘-縫合槍 ""COVIDIEN""ENDO GIA ULTRA UNIVERSAL， UNIVERSAL SHORT， AND UNIVERSAL XL SINGLE USE STAPLERS",EGIAUSTND;EGIAUXL;EGIAUSHORT, 支,9000.0,美敦力,衛署醫器輸字第022861號,,,0
111, SAU08UN1XL2C,SAU08,直線型自動縫合器," ""柯惠""內視鏡自動手術縫合器""COVIDIEN""AUTOSUTURE ENDO GIA UNIVERSAL EXTRALONG SINGLE USE INSTRUMENT",EGIAUNIVXL, 支,9000.0,美敦力,衛署醫器輸字第018805號,,,0
111, SAU08MLCFNJ8,SAU08,直線型自動縫合器, “南京邁迪欣”一次性使用旋轉切割吻合器“NANJING MAIDIXIN” DISPOSABLE LINEAR CUTTER FOR ENDOSCOPE USE,MLCF-Sb;MLCF-Mb;MLCF-Lb, 支,9000.0,鴻泰,衛署醫器陸輸字第000309號,,,0
111, SAU08MLCRNJ8,SAU08,直線型自動縫合器," ""南京邁迪欣""一次性階梯型腔鏡切割吻合器和釘倉-吻合器""NANJING MAIDIXIN""DISPOSABLE LINEAR CUTTER FOR ENDOSCOPE AND CARTRIDGE (TRI-STAPLE)",MLCR-Mb;MLCR-Lb, 支,9000.0,鴻泰,衛部醫器陸輸字第000908號,,,0
111, SAU08TX30VET,SAU08,ㄇ形開放式手術自動縫合器," ""愛惜康""普路善美縫合器""ETHICON"" PROXIMATE RELOADABLE LINEAR STAPLER",TX30V;TX30G;TX30B;TX60B;TX60G, 支,6589.0,壯生,衛署醫器輸字第008067號,,,0
111, SAU08R17612C,SAU08,ㄇ形開放式手術自動縫合器," ""柯惠"" 開放式彎折自動手術縫合器""COVIDIEN"" AUTO SUTURE Roticulator STAPLERS",17614, 支,6589.0,美敦力,衛署醫器輸字第006817號,,,0
111, SAU08TA30S2C,SAU08,ㄇ形開放式手術自動縫合器," ""柯惠""TA自動手術縫合器及縫合釘-縫合器""COVIDIEN""TA STAPLERS AND LOADING UNITS-STAPLERS",TA3035S;TA3048S;TA30V3S;TA4535S;TA4548S;TA6035S;TA6048S;TA9035S;TA9048S, 支,6589.0,美敦力,衛署醫器輸字第010618號,,,0
111, SCV01LT400JJ,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發, TITANIUM LIGA CLIP (L) 6 CLIP/排,LT-400, CLIP,34.4,壯生,衛署醫器輸字第002573號,,,0
111, SCV010412LV7,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發," ""維達力克"" 鈦金屬血管夾系統(大)""VITALITEC"" SLS-CLIP TITANIUM HEMOSTATIC CLIP SYSTEM",O4120-1, EA,34.4,亞衛,衛署醫器輸字第021306號,,,0
111, SCV010912LV7,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發," ""維達力克"" 鈦金屬血管夾(大)""VITALITEC"" NINE CLIP TITANIUM HEMOSTATIC CLIP SYSTEM(LARGE)",O9120, EA,34.4,亞衛,衛署醫器輸字第023272號,,,0
111, SCV0104200TX,SCV01,血管夾HEMO CLIP(TITANIUM)，L TYPE，單發," ""TELEFLEX"" HORIZON METAL LIGATING CLIPS ""泰利芙斯""金屬血管夾(大) 6;24 CLIPS/排(L)",004200;004204, CLIP,34.4,泰利福,衛署醫器輸字第024639號,,,0
