年份,特材代碼,特材代碼前五碼,核價類別名稱,中英文品名,產品型號/規格,單位,支付點數,申請者簡稱,許可證字號,中文品名,英文品名,點數變更記錄
111, ACM01MAN4PGJ,ACM01,多路連接頭/4-PORTS, MANIFOLDS (4 PORT 500PSI)多路引流器,06-004005-01, EA,261.0,吉生,衛署醫器製字第003065號,,,0
111, ACM01MAN4NBQ,ACM01,多路連接頭/4-PORTS," ""邦特""多管道引流器""BIOTEQ""MANIFOLDS",BT-MF-25;50-B;W-F;O-4-B;H-P-TB;BT-MF-25;50-B;W-F;O-4-B;H-TB, 個,261.0,邦特,衛部醫器製字第004579號,,,0
111, ACM01MFD425S,ACM01,多路連接頭/4-PORTS, “昕力”一次性使用連通器:4路“SUNMED” MANIFOLD AND STOPCOCKS:4 PORT,SM-MF-41;SM-MF-42, 個,261.0,凱薩琳,衛部醫器陸輸字第000819號,,,0
111, ACM01MA2PTGJ,ACM01,多路連接頭/2-PORTS 及中壓連接管(可達500psi), MANIFOLDS (2 PORT 500PSI W/PVC PT)多路引流器(含PVC壓力連接管),06-002005-04;06;06-102005-04;06;(06-002006-04;06-002006-06;06-102006-04;06-102006-06自1041101生效), 個,188.0,吉生,衛署醫器製字第003065號,,,0
111, ACM01MA3PTGJ,ACM01,多路連接頭/3-PORTS 及中壓連接管(可達500psi), MANIFOLDS (3 PORT 500PSI W/PVC PT)多路引流器(含PVC壓力連接管),06-003005-04;06(06-003006-04;06-003006-06自1041101生效), 個,218.0,吉生,衛署醫器製字第003065號,,,0
111, ACM01MA4PUGJ,ACM01,多路連接頭/4-PORTS 及高壓連接管(雙層可達1200psi)," ""JSM""MANIFOLDS(4 PORT/500PSI W/PU 1200PSI)""吉生""多路引流器",06-024005-04;06, SET,287.0,吉生,衛署醫器製字第003227號,,,0
111, ACM01504RXMR,ACM01,多路連接頭/4-PORTS 及高壓連接管(雙層可達1200psi), MANIFOLD 4 PORTS 200PSI;500PSI WITH HIGH PRESSURE TUBING 雙層 (可達1200PSI),204HF-RX;504HF-RX, EA,287.0,科達,衛署醫器輸字第010140號,,,0
111, ACM01MA4PTGJ,ACM01,多路連接頭/4-PORTS 及中壓連接管(可達500psi), MANIFOLDS (4 PORT 500PSI W/PVC PT)多路引流器(含PVC壓力連接管),06-004005-04;06, EA,278.0,吉生,衛署醫器製字第003065號,,,0
111, ACM01M2P2HGJ,ACM01,多路連接頭/2-PORTS(500PSI)+2條中壓連接管(PVC可達500psi)+1條高壓連接管(雙層PU可達1200PSI)," ""JSM"" 2-PORTS MANIFOLDS (500PSI)+2條PRESSURE TUBING (PVC可達500PSI)+1條HIGH PRESSURE TUBING (雙層PU可達1200PSI)""吉生""多路引流器",06-102;122;202;242;302;362;402;482;602;722;842;962-101;201;301;481;721-12, SET,464.0,吉生,衛署醫器製字第003388號,,,0
111, ACM01M3P2HGJ,ACM01,多路連接頭/3-PORTS(500PSI)+2條中壓連接管(PVC可達500psi)+1條高壓連接管(雙層PU可達1200PSI)," ""JSM"" 3-PORTS MANIFOLDS (500PSI)+2條PRESSURE TUBING (PVC可達500PSI)+1條HIGH PRESSURE TUBING (雙層PU可達1200PSI)""吉生""多路引流器",06-102;122;202;242;302;362;402;482;602;722;842;962-101;201;301;481;721-13, SET,478.0,吉生,衛署醫器製字第003388號,,,0
111, ACM01M4P2HGJ,ACM01,多路連接頭/4-PORTS(500PSI)+2條中壓連接管(PVC可達500psi)+1條高壓連接管(雙層PU可達1200PSI)," ""JSM"" 4-PORTS MANIFOLDS (500PSI)+2條PRESSURE TUBING (PVC可達500PSI)+1條HIGH PRESSURE TUBING (雙層PU可達1200PSI)""吉生""多路引流器",06-102;122;202;242;302;362;402;482;602;722;842;962-101;201;301;481;721-14, SET,523.0,吉生,衛署醫器製字第003388號,,,0
111, ACM01MA2PUGJ,ACM01,多路連接頭/2-PORTS 及高壓連接管(雙層可達1200psi)," ""JSM""MANIFOLDS(2 PORT/500PSI W/PU 1200PSI)""吉生""多路引流器",06-022005-04;06;06-122005-04;06, SET,287.0,吉生,衛署醫器製字第003227號,,,0
111, ACM012HFRXMR,ACM01,多路連接頭/2-PORTS 及高壓連接管(雙層可達1200psi), MANIFOLD 2-PORTS W/ HIGH PRESSURE TUBING(雙層可達1200PSI),202HF-RX;502HF-RX, EA,287.0,科達,衛署醫器輸字第010140號,,,0
111, ACM01MA3PUGJ,ACM01,多路連接頭/3-PORTS 及高壓連接管(雙層可達1200psi)," ""JSM""MANIFOLDS(3 PORT/500PSI W/PU 1200PSI)""吉生""多路引流器",06-023005-04;06, SET,287.0,吉生,衛署醫器製字第003227號,,,0
111, ACM01253RXMR,ACM01,多路連接頭/3-PORTS 及高壓連接管(雙層可達1200psi), MANIFOLD 3 PORTS 200PSI;500PSI WITH HIGH PRESSURE TUBING 雙層 (可達1200PSI),203HF-RX;503HF-RX, EA,287.0,科達,衛署醫器輸字第010140號,,,0
111, ACM01MA2PVGJ,ACM01,多路連接頭/2-PORTS 及高壓連接管(單層PVC可達1000psi)," ""JSM""MANIFOLDS(2 PORT/500PSI W/PVC 1000PSI)""吉生""多路引流器",06-012005-04;06;06-112005-04;06, SET,250.0,吉生,衛署醫器製字第003227號,,,0
111, ACM01MA3PVGJ,ACM01,多路連接頭/3-PORTS 及高壓連接管(單層PVC可達1000psi)," ""JSM""MANIFOLDS(3 PORT/500PSI W/PVC 1000PSI)""吉生""多路引流器",06-013005-04;06, SET,250.0,吉生,衛署醫器製字第003227號,,,0
111, ACM01MA4PVGJ,ACM01,多路連接頭/4-PORTS 及高壓連接管(單層PVC可達1000psi)," ""JSM""MANIFOLDS(4 PORT/500PSI W/PVC 1000PSI)""吉生""多路引流器",06-014005-04;06, SET,250.0,吉生,衛署醫器製字第003227號,,,0
111, ACP01CA123R5,ACP01,開心用灌流接頭/直型、Y型接頭," ""里凡諾瓦""心臟麻痺轉接器(開心用灌流接頭/直型、Y型接頭)""LivaNova"" CARDIOPLEGIA ADAPTERS",CA-10010;CA-10020;CA-10030;CA-10040;CA-11030, 個,88.0,中訊企業,衛署醫器輸字第010379號,,,0
111, ACP0147166GJ,ACP01,開心用灌流接頭/直型、Y型接頭, “吉生”體外循環管組-Y型&直型&漸細連接器(附LUER) ”JSM” HEART LUNG PACK-Y&STRAIGHT&REDUCER CONNECTOR(WITH LUER),47-000021:22-01:1247-000054:55-01:0447-000166:167-01:04(47-000167-00自1040301生效), 個,88.0,吉生,衛署醫器製字第003920號,,,0
111, ACP01ECTBSM6,ACP01,開心用灌流接頭/直型、Y型接頭, EXTRACORPOREAL TUBING STRAIGHT CONNECTOR,ECTB/CP2283, EA,88.0,宇仁,衛署醫器製字第001033號,,,0
111, ACP01ECTBYM6,ACP01,開心用灌流接頭/直型、Y型接頭, EXTRACORPOREAL TUBING Y-CONNECTOR,ECTB/CP3341;ECTB/CP3383, EA,88.0,宇仁,衛署醫器製字第001033號,,,0
111, ACP0146201H9,ACP01,開心用灌流接頭/直型、Y型接頭," ""華億""體外循環管組""HYM""HEART LUNG PACK-Y & STRAIGHT & REDUCER CONNECTOR(WITH LUER)",47-000021-01:10;47-000022-01:10;47-000054-01:04;47-000055-01:04;47-000166-01:04;47-000167-00:01, EA,88.0,華億,衛署醫器製字第001297號,,,0
111, ACPD1C4129BT,ACPD1,腹膜透析鈦接頭," ""百特""鈦金屬接頭 ""BAXTER"" ADAPTER FOR PERITONEAL DIALYSIS CATHETER",5C4129, EA,1482.0,百特,衛署醫器輸字第007745號,,,0
111, ACPD1MTC01M0,ACPD1,腹膜透析鈦接頭, “美康”腹膜透析導管及配件：鈦金屬接頭“MEDCOMP” PERITONEAL DIALYSIS CATHETER AND ACCESSORIES,MTC, 組,1482.0,百特,衛部醫器輸字第030203號,,,0
111, ACPTC9140068,ACPTC,PTCA氣球導管或導引管用接頭/單Y型," ""美得靈"" 娜米克摩斯Y型轉接頭""MEDLINE"" NAMIC MORSE Y-ADAPTOR",H965914000251;H965914000281;H965914002251;H965914002281, 個,931.0,六霖,衛署醫器輸字第010462號,,,1
111, ACPTCPFLPW5S,ACPTC,PTCA氣球導管或導引管用接頭/單Y型," ""昕力""一次性使用Y型連接器套件""SUNMED"" HAEMOSTATIC VALVES",SM-HV-8PFLPW-TB, 組,931.0,凱薩琳,衛部醫器陸輸字第000977號,,,1
111, ACPTCYCNTR8R,ACPTC,PTCA氣球導管或導引管用接頭/單Y型, “亞提斯” Y型連接器“ARTHESYS” Y-CONNECTOR,18020005:18020013, 組,931.0,凱薩琳,衛部醫器輸字第034464號,,,1
111, ACM01PT003CK,ACM01,三路活塞連接頭/附LEUK，2-PORTS, 2-PORTS MANIFOLD 連接頭,2PTWS-MLL-R;L, EA,250.0,曲克,衛署醫器輸字第009727號,,,1
111, ACS036494CBB,ACS03,抗藥型三路活塞接頭(抗Cyclosporin、Cyclophosphamide、Etoposide、Nimodipine、Phenytoin-sodium), “柏朗”輸液轉換活塞 DISCOFIX MULTIDIRECTIONAL STOPCOCKS,16494C;16495C;16496C;16497C, 個,25.0,台灣柏朗,衛署醫器輸字第019852號,,,0
111, ACVP105103B0,ACVP1,腦室腹腔引流組接頭/直式, CSF CATHETER CONNECTOR，STRAIGHT,05103(5103自1040701刪除)(05103自1040701生效), EA,380.0,長安,衛署醫器製字第001388號,,,0
111, ACVP123048CM,ACVP1,腦室腹腔引流組接頭/直式, HAKIM STRAIGHT CONNECTOR,82-3048, EA,380.0,科舉,衛署醫器輸字第007778號,,,0
111, ACVP182150CM,ACVP1,腦室腹腔引流組接頭/直式, ACCU-FLO STRAIGHT CONNECTORS(METAL，PLASTIC),82-1501;82-1504, EA,380.0,科舉,衛署醫器輸字第011237號,,,0
111, ACVP145103PM,ACVP1,腦室腹腔引流組接頭/直式, CONNECTOR,45103, EA,380.0,美敦力,衛署醫器輸字第009959號,,,0
111, ACVP105104B0,ACVP1,腦室腹腔引流組接頭/L型, CSF CATHETER CONNECTOR，RIGHT ANGLE,05104(5104自1040701刪除)(05104自1040701生效), EA,660.0,長安,衛署醫器製字第001388號,,,1
111, ACVP182151CM,ACVP1,腦室腹腔引流組接頭/L型, ACCU-FLO RIGHT ANGLE CONNECTORS(METAL，PLASTIC),82-1507;82-1511, EA,660.0,科舉,衛署醫器輸字第011237號,,,1
111, ACVP145104PM,ACVP1,腦室腹腔引流組接頭/L型, CONNECTOR L型,45104, EA,660.0,美敦力,衛署醫器輸字第009959號,,,1
111, CBC03CEB23GX,CBC03,髂總動脈瘤人工血管支架及輸送導引系統-整組(側支主體*1+髂內動脈分支*1)," ""戈爾""易時固得髂動脈分支血管支架-整組(側支主體*1+髂內動脈分支*1)GORE EXCLUDER ILIAC BRANCH ENDOPROSTHESIS",(CEB23-10;12;14-10A)+(HGB16-100;120;140-7A), 組,174636.0,戈爾,衛部醫器輸字第032063號,,,1
111, CBC04Z1SV6CK,CBC04,塗藥淺股動脈支架及支架傳輸裝置-支架長20:140mm," ""曲克""利弗爾周邊血管支架 ""Cook""Zilver PTX Drug Eluting Peripheral Stent",ZISV6-35-80;125-5.0:8.0-40;60;80;100;120-PTX(ZISV6-35-80;125-5.0:7.0-140-PTX自1070501生效), 組,28773.0,曲克,衛部醫器輸字第028752號,,,0
111, CBC04ZPTX1CK,CBC04,塗藥淺股動脈支架及支架傳輸裝置-支架長20:140mm," ""曲克""利弗爾周邊血管支架 ""COOK""ZILVER PTX DRUG ELUTING PERIPHERAL STENT",ZIV6-35-125;80-5.0:10.0-20;30;40;60;80;100;120-PTX, 組,28773.0,曲克,衛署醫器輸字第021253號,,,0
111, CBC04ELUT1SB,CBC04,塗藥淺股動脈支架及支架傳輸裝置-支架長20:140mm," ""波士頓科技""艾路米亞塗藥支架系統 ""Boston Scientific""Eluvia Drug-Eluting Vascular Stent System D:6-7MM;L:40-120MM",H74939295-60;70-04;06;08;10;12-10;70, 組,28773.0,波士頓,衛部醫器輸字第029431號,,,0
111, CBC04ELUT2SB,CBC04,塗藥淺股動脈支架及支架傳輸裝置-支架長>=141mm," ""波士頓科技""艾路米亞塗藥支架系統 ""Boston Scientific""Eluvia Drug-Eluting Vascular Stent System L:150MM",H749392956015-10;70;H749392957015-10;70, 組,44293.0,波士頓,衛部醫器輸字第029431號,,,0
111, CBC04SPDCBZF,CBC04,塗藥氣球導管用於淺股動脈及近端膕動脈狹窄-直徑≧4.0mm," ""史特勞斯""司特樂塗藥球囊導管""SPECTRANETICS""STELLAREX DRUG-COATED ANGIOPLASTY BALLOON D:4-6MM;L:40-120MM",A35SX-040;050;060-040;060;080;100;120-080;135；A35SX-040;050;060-040;060;080;100;120-080;135, 支,28773.0,六霖,衛部醫器輸字第033806號,,,0
111, CBC0490204BA,CBC04,塗藥氣球導管用於淺股動脈及近端膕動脈狹窄-直徑≧4.0mm," ""路透尼斯""巴德路透尼斯035經皮穿刺血管成形術藥物塗層球囊導管 ""Lutonix""Bard Lutonix 035 Drug Coated Balloon PTA Catheter",90904-75;10;13-400;500;600-020:150;90904-75;10;13-700-020:060;90904-75;10-800;900;100-020:060;90904-75;10-120-020:040;90204-75;10-400;500;600-020:150;90204-75;10-700;800;900;100-020:060;90204-75;10-120-020;040;9020413-400;500;600-020;080;120;150;9020413-700-020;040;060;9004-400;500;600-043;063;103；90904-75;10;13-400;500;600-020:150;90904-75;10;13-700-020:060;90904-75;10-800;900;100-020:060;90904-75;10-120-020:040;90204-75;10-400;500;600-020:150;90204-75;10-700;800;900;100-020:060;90204-75;10-120-020;040;9020413-400;500;600-020;080;120;150;9020413-700-020;040;060;9004-400;500;600-043;063;103, 支,28773.0,巴德,衛部醫器輸字第029980號,,,0
111, CBC0490205BA,CBC04,塗藥氣球導管用於淺股動脈及近端膕動脈狹窄-直徑≧4.0mm," ""路透尼斯""巴德014經皮穿刺血管成形術藥物塗層球囊導管D:4MM;L:40-150MM ""Lutonix""Bard 014 Drug Coated Balloon PTA Catheter",9020510;9020513;9020515-400-040;080;100;120;150；9020510;9020513;9020515-400-040;080;100;120;150, 支,28773.0,巴德,衛部醫器輸字第029251號,,,0
111, CBC04PASLXBK,CBC04,塗藥氣球導管用於淺股動脈及近端膕動脈狹窄-直徑≧4.0mm," ""百多力""帕西歐樂思紫杉醇釋放周邊血管氣球擴張導管(直徑>=4mm) BIOTRONIK” Passeo-18 Lux Paclitaxel releasing PTA Balloon Catheter",3708-44:47;49:52;54:57;59:62;64:67;69:72；3708-44:47;49:52;54:57;59:62;64:67;69:72, 支,28773.0,百多力,衛部醫器輸字第028535號,,,0
111, CBC04FW035EQ,CBC04,塗藥氣球導管用於淺股動脈及近端膕動脈狹窄-直徑≧4.0mm," ""優洛可""高速經皮血管氣球擴張導管(FREEWAY035) ""EUROCOR""FREEWAY PACLITAXEL RELEASING PTA BALLOON CATHETER",335-40:70-20:150;335-80-20:100；335-40:70-20:150;335-80-20:100, 支,28773.0,尚璟,衛部醫器輸字第026424號,,,0
111, CBC04RASFASB,CBC04,塗藥氣球導管用於淺股動脈及近端膕動脈狹窄-直徑≧4.0mm," ""波士頓科技""藍吉紫杉醇塗藥周邊氣球導管 ""BOSTON SCIENTIFIC""RANGER AND RANGER SL PACLITAXEL-COATED PTA BALLOON CATHETER",H74939219-(40:70-03;04;06;08;10-80);(80-03;04;06;08-80;10);(40-03;04;06-10);(50:70-03;04;06;08;10-10);H74939220-(40-12;15-90);(40-08;10;12;15-10);(H74939319-40;50;60;70-2090;2010;H74939319-50;60;70-1290;1590;1210;1510自1070901生效)；H74939219-(40:70-03;04;06;08;10-80);(80-03;04;06;08-80;10);(40-03;04;06-10);(50:70-03;04;06;08;10-10);H74939220-(40-12;15-90);(40-08;10;12;15-10);(H74939319-40;50;60;70-2090;2010;H74939319-50;60;70-1290;1590;1210;1510自1070901生效), 支,28773.0,波士頓,衛部醫器輸字第026708號,,,0
111, CBC04APDCBM4,CBC04,塗藥氣球導管用於淺股動脈及近端膕動脈狹窄-直徑≧4.0mm," ""美敦力""愛德米羅紫杉醇塗藥周邊球囊導管 ""MEDTRONIC""IN.PACT ADMIRAL PACLITAXEL-COATED PTA BALLOON CATHETER",SBI-040:060-040;060;080;120;150-08;13-P;SBI070-040;060;080-08;13-P；SBI-040:060-040;060;080;120;150-08;13-P;SBI070-040;060;080-08;13-P, 支,28773.0,美敦力,衛署醫器輸字第024523號,,,0
111, CBC04PPDCBM4,CBC04,塗藥氣球導管用於淺股動脈及近端膕動脈狹窄-直徑≧4.0mm," ""美敦力""派斯飛克紫杉醇塗藥周邊球囊導管 ""Medtronic""IN.PACT Pacific Paclitaxel-eluting PTA Balloon Catheter",PCF-040;050;060;070-040;60;80;120-09P;13P；PCF-040;050;060;070-040;60;80;120-09P;13P, 支,28773.0,美敦力,衛部醫器輸字第028910號,,,0
111, CBC0528399TM,CBC05,複合式胸主動脈支架及輸送導引系統(前端為4分支)," ""泰爾茂""索拉菲混合型血管支架""TERUMO""THORAFLEX HYBRID SYSTEM",THP-[(2628;2830;3032;3034;3036;3238;3240-X100;X150);(2224;2426;2628;2830;3032;3034;3036;3038;3040;3240-X100B;X150B)], 組,361035.0,泰爾茂,衛部醫器輸字第028399號,,,1
111, CBC05TBRANCK,CBC05,胸腹主動脈支架及輸送導引系統," ""曲克""蘭尼思T分支型胸腹主動脈內支架""COOK""ZENITH T-BRANCH THORACOABDOMINAL ENDOVASCULAR GRAFT",TBRANCH-34-18-202, 組,305007.0,曲克,衛部醫器輸字第026308號,,,0
111, CBC07VH05NGX,CBC07,周邊動脈血管支架及傳輸裝置-含生物表面肝素塗層(自膨式支架含人工血管，支架長25:99mm)," ""戈爾""威爾棒周邊血管支架-含生物表面肝素塗層(L:2.5;5.0CM)""GORE""VIABAHN ENDOPROSTHESIS-HEPARIN BIOACTIVE SURFACE",VBH-05-02;05-02-W;VBH-06;07;08-02;05-01;02-W;VBH-09-05-02-W;VBH-10;11;13-02;05-02-W;VBJ-05:08-02;05-02-W, 組,64552.0,戈爾,衛署醫器輸字第019589號,,,1
111, CBC07VR05NGX,CBC07,周邊動脈血管支架及傳輸裝置-含生物表面肝素塗層(自膨式支架含人工血管，支架長25:99mm)," ""戈爾""威爾棒周邊血管支架-含生物表面肝素塗層(L:2.5;5.0CM)""GORE""VIABAHN ENDOPROSTHESIS WITH HEPARIN BIOACTIVE SURFACE(L:2.5;5.0CM)",[VBH;VBHR-(05-02;05-02W);(06;07;08-02;05-01;02-W)];(VBH-09-05-02W);(VBH-10;11;13-02;05-02W);(VBJR-05:08-02;05-02W);(擴增產品型號VBHR-09;10;11;13-05-01;02-W，自1090701生效)；[VBH;VBHR-(05-02;05-02W);(06;07;08-02;05-01;02-W)];(VBH-09-05-02W);(VBH-10;11;13-02;05-02W);(VBJR-05:08-02;05-02W);(VBHR-09;10;11;13-05-01;02-W，自1090701生效);(刪除VBHR-09;10;11;13-05-01;02-W，自1100101生效)；[VBH;VBHR-(05-02;05-02W);(06;07;08-02;05-01;02-W)];(VBH-09-05-02W);(VBH-10;11;13-02;05-02W);(VBJR-05:08-02;05-02W);(VBHR-09;10;11;13-05-01;02-W，自1090701生效);(刪除VBHR-09;10;11;13-05-01;02-W，自1100101生效);(擴增產品型號VBHR-09;10;11;13-05-01;02-W，自1101101生效), 組,64552.0,戈爾,衛部醫器輸字第031607號,,,1
111, CBC07VH10NGX,CBC07,周邊動脈血管支架及傳輸裝置-含生物表面肝素塗層(自膨式支架含人工血管，支架長100:149mm)," ""戈爾""威爾棒周邊血管支架-含生物表面肝素塗層(L:10CM)""GORE""VIABAHN ENDOPROSTHESIS-HEPARIN BIOACTIVE SURFACE",VBH-05;09;10;11;13-10-02-W;VBH-06;07;08-10-01;02-W;VBJ-05:08-10-02-W, 組,76050.0,戈爾,衛署醫器輸字第019589號,,,1
111, CBC07VR10NGX,CBC07,周邊動脈血管支架及傳輸裝置-含生物表面肝素塗層(自膨式支架含人工血管，支架長100:149mm)," ""戈爾""威爾棒周邊血管支架-含生物表面肝素塗層(L:10CM)""GORE""VIABAHN ENDOPROSTHESIS WITH HEPARIN BIOACTIVE SURFACE(L:10CM)",(VBH-05;09;10;11;13-10-02W);(VBHR-05-10-02W);(VBH;VBHR-06:08-10-01;02-W);(VBJR-05:08-10-02W);(擴增產品型號VBHR-09;10;11;13-10-01;02-W，自1090701生效)；(VBH-05;09;10;11;13-10-02W);(VBHR-05-10-02W);(VBH;VBHR-06:08-10-01;02-W);(VBJR-05:08-10-02W);(VBHR-09;10;11;13-10-01;02-W，自1090701生效);(刪除VBHR-09;10;11;13-10-01;02-W，自1100101生效)；(VBH-05;09;10;11;13-10-02W);(VBHR-05-10-02W);(VBH;VBHR-06:08-10-01;02-W);(VBJR-05:08-10-02W);(VBHR-09;10;11;13-10-01;02-W，自1090701生效);(刪除VBHR-09;10;11;13-10-01;02-W，自1100101生效);(擴增產品型號VBHR-09;10;11;13-10-01;02-W，自1101101生效), 組,76050.0,戈爾,衛部醫器輸字第031607號,,,1
111, CBC07VH15NGX,CBC07,周邊動脈血管支架及傳輸裝置-含生物表面肝素塗層(自膨式支架含人工血管，支架長150mm以上)," ""戈爾""威爾棒周邊血管支架-含生物表面肝素塗層(L:15CM)""GORE""VIABAHN ENDOPROSTHESIS-HEPARIN BIOACTIVE SURFACE",VBH-05;09;10-15-02-W;VBH-06;07;08-15-01;02-W;VBJ-05:08-15-02-W, 組,91800.0,戈爾,衛署醫器輸字第019589號,,,1
111, CBC07VR15NGX,CBC07,周邊動脈血管支架及傳輸裝置-含生物表面肝素塗層(自膨式支架含人工血管，支架長150mm以上)," ""戈爾""威爾棒周邊血管支架-含生物表面肝素塗層(L:15CM)""GORE""VIABAHN ENDOPROSTHESIS WITH HEPARIN BIOACTIVE SURFACE(L:15CM)",(VBH-05;09;10-15-02W);(VBHR-05-15-02W);(VBH;VBHR-06;07;08-15-01;02-W);(VBJR-05:08-15-02W);(擴增產品型號VBHR-09;10-15-01;02-W，自1090701生效)；(VBH-05;09;10-15-02W);(VBHR-05-15-02W);(VBH;VBHR-06;07;08-15-01;02-W);(VBJR-05:08-15-02W);(VBHR-09;10-15-01;02-W，自1090701生效);(刪除VBHR-09;10-15-01;02-W，自1100101生效)；(VBH-05;09;10-15-02W);(VBHR-05-15-02W);(VBH;VBHR-06;07;08-15-01;02-W);(VBJR-05:08-15-02W);(VBHR-09;10-15-01;02-W，自1090701生效);(刪除VBHR-09;10-15-01;02-W，自1100101生效);(擴增產品型號VBHR-09;10-15-01;02-W，自1101101生效), 組,91800.0,戈爾,衛部醫器輸字第031607號,,,1
111, CBP06ELUT3QR,CBP06,冠狀動脈塗藥支架(支架長度>=45mm)," ""渼瑞爾""拜歐邁茉福冠狀動脈塗藥支架系統 ""Meril""Biomime Morph Sirolimus Eluting Coronary Stent System",BIM-275225;300250;350275;350300-50;60, 組,14099.0,科舉,衛部醫器輸字第031612號,,,0
111, CBP06ELUT28Q,CBP06,冠狀動脈塗藥支架(支架長度>=45mm), “艾維克” 安吉泰冠狀動脈塗藥支架系統“IVASCULAR” ANGIOLITE SIROLIMUS ELUTING CORONARY STENT SYSTEM,SCCDSR14150-250;275;300;350;400-049, 組,14099.0,鴻昌,衛部醫器輸字第034452號,,,0
111, CBS04328949W,CBS04,TRANSSEPTAL　NEEDLE/具無線射頻/房中膈穿刺針," ""貝利斯""心房中膈穿刺針-具無線射頻能量""BAYLIS""NRG TRANSSEPTAL NEEDLE",NRG-E-HF-71;89;98-C0;C1;NRG-E-56-32-C0, 支,50571.0,元誠,衛部醫器輸字第032894號,,,1
111, CDLP146418M4,CDLP1,腰椎腹腔導管/體外," ""美敦力""體外腰椎引流監測系統""MEDTRONIC""EDM LUMBER CATHETER 24CM;80CM",46418(46419自1021001生效), EA,1903.0,美敦力,衛署醫器輸字第011483號,,,0
111, CDLP106418B0,CDLP1,腦室腰椎腹腔分流導管+CONNECTOR/體內," ""長安""腦脊髓分引流系統""BMI""CSF Shunting System",06418;06419, SET,6219.0,長安,衛署醫器製字第001388號,,,1
111, CDLP16421TB0,CDLP1,腦室腰椎腹腔分流導管+CONNECTOR/體內," ""長安""腦脊髓分引流系統 ""BMI""CSF SHUNTING SYSTEM",06421T;06422T, 組,6219.0,長安,衛署醫器製字第001388號,,,1
